,NO_REGIAO,UF_NOME,DEPENDENCIA_NOME,LOCALIZACAO_NOME,IN_AGUA_POTAVEL,IN_ENERGIA_INEXISTENTE,IN_BIBLIOTECA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_COMPUTADOR,IN_EQUIP_IMPRESSORA,IN_EQUIP_TV,QT_EQUIP_TV,IN_EQUIP_LOUSA_DIGITAL,QT_EQUIP_LOUSA_DIGITAL,IN_EQUIP_MULTIMIDIA,QT_EQUIP_MULTIMIDIA,IN_DESKTOP_ALUNO,QT_DESKTOP_ALUNO,IN_COMP_PORTATIL_ALUNO,QT_COMP_PORTATIL_ALUNO,IN_INTERNET,IN_INTERNET_ALUNOS,IN_MATERIAL_PED_MULTIMIDIA
10,Centro-Oeste,GO,Municipal,Rural,0.9846153846153847,0.005128205128205128,0.3435897435897436,0.007692307692307693,0.2948717948717949,0.8717948717948718,0.6974358974358974,0.8743589743589744,1.0,0.11794871794871795,0.0,0.5794871794871795,1.0,0.5205128205128206,1.0,0.36153846153846153,0.0,0.9435897435897436,0.4205128205128205,0.33589743589743587
11,Centro-Oeste,GO,Municipal,Urbana,0.9995333644423705,0.0,0.3784414372375175,0.018665422305179653,0.29351376574895005,0.9799346710219319,0.8320111992533831,0.9328044797013533,2.0,0.13672421838544097,0.0,0.7634157722818479,1.0,0.4591693887074195,0.0,0.4092393840410639,0.0,0.998133457769482,0.3159122725151657,0.44190387307512835
12,Centro-Oeste,GO,Privada,Rural,1.0,0.0,1.0,0.18181818181818182,0.6363636363636364,1.0,0.9090909090909091,1.0,2.0,0.0,0.0,1.0,1.0,0.9090909090909091,6.0,0.36363636363636365,0.0,1.0,1.0,0.9090909090909091
13,Centro-Oeste,GO,Privada,Urbana,0.999124343257443,0.0,0.7933450087565674,0.23992994746059546,0.38704028021015763,0.968476357267951,0.9203152364273205,0.9098073555166375,2.0,0.1234676007005254,0.0,0.808231173380035,1.0,0.670753064798599,2.0,0.5367775831873906,1.0,0.9964973730297724,0.4973730297723292,0.5595446584938704
14,Centro-Oeste,MS,Estadual,Rural,0.9824561403508771,0.0,0.38596491228070173,0.14035087719298245,0.7543859649122807,0.9649122807017544,0.8070175438596491,0.7719298245614035,1.0,0.42105263157894735,0.0,0.9298245614035088,2.0,0.9473684210526315,10.0,0.5614035087719298,1.0,0.9824561403508771,0.8070175438596491,0.543859649122807
15,Centro-Oeste,MS,Estadual,Urbana,0.9932659932659933,0.0,0.67003367003367,0.4444444444444444,0.9225589225589226,1.0,0.9663299663299664,0.8316498316498316,1.0,0.5589225589225589,1.0,0.9797979797979798,4.0,0.9595959595959596,20.0,0.6599326599326599,2.0,1.0,0.8619528619528619,0.6632996632996633
16,Centro-Oeste,MS,Federal,Rural,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,11.0,1.0,12.5,1.0,27.5,1.0,168.5,1.0,9.5,1.0,1.0,1.0
17,Centro-Oeste,MS,Federal,Urbana,1.0,0.0,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,20.0,1.0,178.0,0.6666666666666666,5.0,1.0,1.0,0.8888888888888888
18,Centro-Oeste,MS,Municipal,Rural,0.9392265193370166,0.0,0.3259668508287293,0.03314917127071823,0.430939226519337,0.9116022099447514,0.7458563535911602,0.8397790055248618,1.0,0.08287292817679558,0.0,0.7955801104972375,1.0,0.6519337016574586,3.0,0.3425414364640884,0.0,0.9723756906077348,0.5027624309392266,0.292817679558011
19,Centro-Oeste,MS,Municipal,Urbana,0.9492574257425742,0.0,0.2623762376237624,0.06683168316831684,0.33292079207920794,0.9851485148514851,0.7042079207920792,0.9368811881188119,3.0,0.23143564356435645,0.0,0.7735148514851485,1.0,0.5123762376237624,1.0,0.38613861386138615,0.0,0.9987623762376238,0.3465346534653465,0.39603960396039606
20,Centro-Oeste,MS,Privada,Rural,1.0,0.0,0.8,0.6,0.6,0.8,0.8,1.0,3.0,0.2,0.0,0.8,3.0,0.8,10.0,0.4,0.0,1.0,0.6,0.6
21,Centro-Oeste,MS,Privada,Urbana,0.9956616052060737,0.0,0.6355748373101953,0.21475054229934923,0.4403470715835141,0.9804772234273319,0.9045553145336226,0.9262472885032538,2.0,0.13665943600867678,0.0,0.8503253796095445,1.0,0.6876355748373102,3.0,0.5986984815618221,1.0,0.9978308026030369,0.6334056399132321,0.5661605206073753
22,Centro-Oeste,MT,Estadual,Rural,1.0,0.019704433497536946,0.5862068965517241,0.03940886699507389,0.24630541871921183,0.9753694581280788,0.7684729064039408,0.7241379310344828,1.0,0.1477832512315271,0.0,0.9113300492610837,1.0,0.5862068965517241,1.0,0.6995073891625616,20.0,0.9802955665024631,0.7635467980295566,0.3793103448275862
23,Centro-Oeste,MT,Estadual,Urbana,0.9978813559322034,0.0,0.9279661016949152,0.3029661016949153,0.5423728813559322,0.9957627118644068,0.8305084745762712,0.913135593220339,3.0,0.4025423728813559,0.0,0.9936440677966102,3.0,0.6885593220338984,5.0,0.8559322033898306,80.0,1.0,0.8940677966101694,0.576271186440678
24,Centro-Oeste,MT,Federal,Rural,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8,2.0,0.0,0.0,1.0,25.0,1.0,90.0,0.6,30.0,1.0,1.0,0.8
25,Centro-Oeste,MT,Federal,Urbana,1.0,0.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.9285714285714286,3.5,0.2857142857142857,0.0,0.9285714285714286,88888.0,1.0,60.5,0.9285714285714286,50.0,1.0,1.0,0.7857142857142857
26,Centro-Oeste,MT,Municipal,Rural,0.9661654135338346,0.02443609022556391,0.2556390977443609,0.007518796992481203,0.20864661654135339,0.7669172932330827,0.5018796992481203,0.6560150375939849,1.0,0.07706766917293233,0.0,0.5281954887218046,1.0,0.4718045112781955,0.0,0.2706766917293233,0.0,0.8515037593984962,0.3609022556390977,0.2650375939849624
27,Centro-Oeste,MT,Municipal,Urbana,0.9961649089165868,0.0,0.3604985618408437,0.029721955896452542,0.2473633748801534,0.9463087248322147,0.6922339405560882,0.9117929050814957,3.0,0.31543624161073824,0.0,0.8465963566634708,1.0,0.45158197507190795,0.0,0.37488015340364333,0.0,0.9913710450623202,0.2953020134228188,0.4592521572387344
28,Centro-Oeste,MT,Privada,Rural,1.0,0.0,1.0,0.0,1.0,1.0,0.75,0.5,0.5,0.0,0.0,0.75,1.0,0.5,4.0,0.75,1.5,1.0,0.5,0.75
29,Centro-Oeste,MT,Privada,Urbana,0.9978354978354979,0.0,0.6796536796536796,0.27705627705627706,0.4523809523809524,0.974025974025974,0.8852813852813853,0.8939393939393939,2.0,0.15151515151515152,0.0,0.829004329004329,1.0,0.683982683982684,2.5,0.6060606060606061,1.0,0.9956709956709957,0.5800865800865801,0.5800865800865801
30,Nordeste,AL,Estadual,Rural,1.0,0.0,0.2972972972972973,0.24324324324324326,0.5945945945945946,0.9459459459459459,0.5405405405405406,0.8648648648648649,4.0,0.05405405405405406,0.0,0.9459459459459459,2.0,0.7297297297297297,5.0,0.6216216216216216,1.0,0.972972972972973,0.7297297297297297,0.5675675675675675
31,Nordeste,AL,Estadual,Urbana,0.9855072463768116,0.0,0.5253623188405797,0.4601449275362319,0.7355072463768116,0.9963768115942029,0.8442028985507246,0.9239130434782609,3.0,0.17391304347826086,0.0,0.9927536231884058,3.0,0.8115942028985508,8.0,0.572463768115942,1.0,0.9963768115942029,0.7644927536231884,0.5181159420289855
32,Nordeste,AL,Federal,Urbana,1.0,0.0,1.0,0.8823529411764706,1.0,1.0,0.6470588235294118,0.9411764705882353,2.0,0.47058823529411764,0.0,1.0,16.0,1.0,40.0,0.5294117647058824,1.0,1.0,0.9411764705882353,0.7647058823529411
33,Nordeste,AL,Municipal,Rural,0.9762114537444934,0.0,0.08986784140969163,0.033480176211453744,0.07400881057268723,0.6431718061674009,0.42290748898678415,0.6660792951541851,1.0,0.03171806167400881,0.0,0.43788546255506605,0.0,0.24052863436123348,0.0,0.3162995594713656,0.0,0.852863436123348,0.252863436123348,0.1444933920704846
34,Nordeste,AL,Municipal,Urbana,0.9900552486187846,0.0,0.2541436464088398,0.055248618784530384,0.18342541436464088,0.9171270718232044,0.5337016574585636,0.7867403314917127,1.0,0.08066298342541436,0.0,0.6740331491712708,1.0,0.33370165745856356,0.0,0.3602209944751381,0.0,0.9712707182320443,0.25524861878453037,0.27071823204419887
35,Nordeste,AL,Privada,Rural,1.0,0.0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.5,0.5,0.07142857142857142,0.0,0.2857142857142857,0.0,0.35714285714285715,0.0,0.35714285714285715,0.0,0.5714285714285714,0.21428571428571427,0.21428571428571427
36,Nordeste,AL,Privada,Urbana,0.9882583170254403,0.0,0.5968688845401174,0.17416829745596868,0.2700587084148728,0.9549902152641878,0.8160469667318982,0.9197651663405088,1.0,0.12915851272015655,0.0,0.7710371819960861,1.0,0.5538160469667319,1.0,0.547945205479452,1.0,0.9902152641878669,0.42857142857142855,0.50293542074364
37,Nordeste,BA,Estadual,Rural,0.375,0.0,0.50625,0.11875,0.23125,0.70625,0.8625,0.89375,3.0,0.0375,0.0,0.7125,1.0,0.69375,3.0,0.43125,0.0,0.90625,0.4625,0.14375
