,NO_REGIAO,UF_NOME,DEPENDENCIA_NOME,LOCALIZACAO_NOME,IN_AGUA_POTAVEL,IN_ENERGIA_INEXISTENTE,IN_BIBLIOTECA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_COMPUTADOR,IN_EQUIP_IMPRESSORA,IN_EQUIP_TV,QT_EQUIP_TV,IN_EQUIP_LOUSA_DIGITAL,QT_EQUIP_LOUSA_DIGITAL,IN_EQUIP_MULTIMIDIA,QT_EQUIP_MULTIMIDIA,IN_DESKTOP_ALUNO,QT_DESKTOP_ALUNO,IN_COMP_PORTATIL_ALUNO,QT_COMP_PORTATIL_ALUNO,IN_INTERNET,IN_INTERNET_ALUNOS,IN_MATERIAL_PED_MULTIMIDIA
38,Nordeste,BA,Estadual,Urbana,0.3614190687361419,0.0,0.7150776053215078,0.21729490022172948,0.2982261640798226,0.61529933481153,0.917960088691796,0.9212860310421286,6.0,0.09201773835920177,0.0,0.5942350332594235,2.0,0.8348115299334812,10.0,0.4246119733924612,0.0,0.9933481152993349,0.42904656319290463,0.19623059866962306
39,Nordeste,BA,Federal,Rural,1.0,0.0,1.0,1.0,1.0,1.0,0.8,0.8,3.0,0.4,0.0,1.0,41.0,1.0,48.0,0.2,0.0,1.0,1.0,0.8
40,Nordeste,BA,Federal,Urbana,1.0,0.0,1.0,0.90625,0.96875,1.0,0.96875,0.875,2.5,0.59375,1.5,1.0,19.0,0.96875,95.0,0.40625,0.0,1.0,1.0,0.78125
41,Nordeste,BA,Municipal,Rural,0.9087108013937282,0.011567944250871081,0.11303135888501742,0.00445993031358885,0.06815331010452962,0.6242508710801393,0.48696864111498256,0.6137979094076655,1.0,0.024250871080139375,0.0,0.43275261324041814,0.0,0.27693379790940764,0.0,0.2557491289198606,0.0,0.8022299651567945,0.2868292682926829,0.12153310104529617
42,Nordeste,BA,Municipal,Urbana,0.9595588235294118,0.001838235294117647,0.23897058823529413,0.025735294117647058,0.15543300653594772,0.9389297385620915,0.6821895424836601,0.7855392156862745,1.0,0.07883986928104575,0.0,0.7189542483660131,1.0,0.39358660130718953,0.0,0.35294117647058826,0.0,0.9746732026143791,0.27798202614379086,0.23774509803921567
43,Nordeste,BA,Privada,Rural,0.9878048780487805,0.0,0.6951219512195121,0.25609756097560976,0.4268292682926829,1.0,0.8414634146341463,0.8536585365853658,1.0,0.04878048780487805,0.0,0.7195121951219512,1.0,0.6463414634146342,2.0,0.5853658536585366,1.0,0.975609756097561,0.5975609756097561,0.5121951219512195
44,Nordeste,BA,Privada,Urbana,0.9809694793536804,0.0,0.6344703770197486,0.18384201077199283,0.24093357271095153,0.9490125673249551,0.8570915619389587,0.866786355475763,1.0,0.08725314183123878,0.0,0.6951526032315979,1.0,0.6157989228007181,1.0,0.5271095152603231,1.0,0.9874326750448833,0.4323159784560144,0.4118491921005386
45,Nordeste,CE,Estadual,Rural,0.9230769230769231,0.0,0.8365384615384616,0.6346153846153846,0.9326923076923077,1.0,0.625,0.8846153846153846,2.0,0.08653846153846154,0.0,0.9807692307692307,2.0,0.9711538461538461,20.0,0.4423076923076923,0.0,0.9807692307692307,0.8653846153846154,0.6346153846153846
46,Nordeste,CE,Estadual,Urbana,0.8692307692307693,0.0,0.98,0.8476923076923077,0.9953846153846154,0.9861538461538462,0.7015384615384616,0.9153846153846154,2.0,0.32,0.0,0.9769230769230769,4.0,0.9676923076923077,21.0,0.5215384615384615,1.0,0.9892307692307692,0.9415384615384615,0.8046153846153846
47,Nordeste,CE,Federal,Rural,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,44447.0,1.0,19.0,1.0,88888.0,1.0,109.5,1.0,65.0,1.0,1.0,1.0
48,Nordeste,CE,Federal,Urbana,1.0,0.0,0.96875,0.84375,0.96875,1.0,1.0,0.8125,3.0,0.5,0.5,0.96875,20.5,1.0,62.0,0.40625,0.0,1.0,1.0,0.71875
49,Nordeste,CE,Municipal,Rural,0.9733666250520183,0.0,0.15980024968789014,0.005409904286308781,0.13691219309196836,0.8526841448189763,0.5842696629213483,0.7224302954640033,1.0,0.07948397836038286,0.0,0.7278401997503121,1.0,0.3595505617977528,0.0,0.4964627548897212,0.0,0.9500624219725343,0.2958801498127341,0.28297960882230544
50,Nordeste,CE,Municipal,Urbana,0.984323733138899,0.0,0.3408676631425447,0.05359095880422895,0.2880058330295297,0.954064892453518,0.6715275246080933,0.8217280349981771,1.0,0.2019686474662778,0.0,0.8166241341596792,1.0,0.43711265038279257,0.0,0.5096609551585854,1.0,0.986875683558148,0.35362741523878966,0.3944586219467736
51,Nordeste,CE,Privada,Rural,1.0,0.0,0.5625,0.0625,0.3125,1.0,0.75,0.875,1.0,0.0,0.0,0.8125,1.0,0.8125,2.0,0.625,1.0,1.0,0.5,0.5
52,Nordeste,CE,Privada,Urbana,0.9864546525323911,0.0,0.6442873969375736,0.19257950530035337,0.3380447585394582,0.9399293286219081,0.8091872791519434,0.8510011778563016,1.0,0.09010600706713781,0.0,0.7396937573616019,1.0,0.6325088339222615,1.0,0.5353356890459364,1.0,0.9799764428739693,0.4210836277974087,0.48527679623085984
53,Nordeste,MA,Estadual,Rural,0.5900383141762452,0.05555555555555555,0.13793103448275862,0.02681992337164751,0.07854406130268199,0.1781609195402299,0.20881226053639848,0.2222222222222222,0.0,0.005747126436781609,0.0,0.1896551724137931,0.0,0.14367816091954022,0.0,0.1053639846743295,0.0,0.32375478927203066,0.1111111111111111,0.06513409961685823
54,Nordeste,MA,Estadual,Urbana,0.9745916515426497,0.0,0.7332123411978222,0.35934664246823955,0.5353901996370236,0.8838475499092558,0.7495462794918331,0.8166969147005445,2.0,0.147005444646098,0.0,0.8638838475499092,2.0,0.6751361161524501,2.0,0.5499092558983666,1.0,0.9401088929219601,0.5281306715063521,0.37749546279491836
55,Nordeste,MA,Federal,Rural,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,13.0,1.0,31.0,0.5,1.0,1.0,1.0,0.75
56,Nordeste,MA,Federal,Urbana,1.0,0.0,0.9565217391304348,0.9130434782608695,1.0,1.0,0.8260869565217391,0.8260869565217391,2.0,0.782608695652174,4.0,0.9565217391304348,9.0,1.0,48.0,0.5217391304347826,2.0,1.0,1.0,0.6086956521739131
57,Nordeste,MA,Municipal,Rural,0.8818264563106796,0.006219660194174757,0.05552184466019418,0.0027305825242718447,0.02487864077669903,0.3648361650485437,0.3461771844660194,0.32311893203883496,0.0,0.005612864077669903,0.0,0.24742111650485438,0.0,0.16201456310679613,0.0,0.1429004854368932,0.0,0.6506371359223301,0.17627427184466019,0.06128640776699029
58,Nordeste,MA,Municipal,Urbana,0.9745150247242298,0.0,0.16660327120578167,0.022822365918600228,0.1293267402054013,0.798782807151008,0.5523012552301255,0.5846329402814758,1.0,0.03689615823507037,0.0,0.5492582731076455,1.0,0.3799923925446938,0.0,0.28680106504374286,0.0,0.9197413465195892,0.23735260555344237,0.17611259033853177
59,Nordeste,MA,Privada,Rural,1.0,0.0,0.30246913580246915,0.030864197530864196,0.09259259259259259,0.7901234567901234,0.6419753086419753,0.7839506172839507,1.0,0.0,0.0,0.49382716049382713,0.0,0.4691358024691358,0.0,0.35185185185185186,0.0,0.8148148148148148,0.18518518518518517,0.25308641975308643
60,Nordeste,MA,Privada,Urbana,0.9873551106427819,0.0,0.6122233930453108,0.12539515279241306,0.2781875658587987,0.9188619599578504,0.7850368809272918,0.8493150684931506,1.0,0.0779768177028451,0.0,0.7218124341412012,1.0,0.6290832455216017,1.0,0.5089567966280295,1.0,0.9430979978925185,0.4172813487881981,0.43308746048472074
61,Nordeste,PB,Estadual,Rural,0.8873239436619719,0.0,0.4507042253521127,0.1267605633802817,0.1267605633802817,0.9295774647887324,0.5492957746478874,0.8028169014084507,4.0,0.028169014084507043,0.0,0.6901408450704225,1.0,0.8309859154929577,2.0,0.2535211267605634,0.0,0.8873239436619719,0.5492957746478874,0.1267605633802817
62,Nordeste,PB,Estadual,Urbana,0.973404255319149,0.0,0.7730496453900709,0.38652482269503546,0.29609929078014185,0.9875886524822695,0.6418439716312057,0.849290780141844,6.0,0.14361702127659576,0.0,0.7358156028368794,1.0,0.8439716312056738,9.0,0.33156028368794327,0.0,0.975177304964539,0.7056737588652482,0.2198581560283688
63,Nordeste,PB,Federal,Rural,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,0.0,0.0,1.0,30.0,1.0,130.0,1.0,2.0,1.0,1.0,1.0
64,Nordeste,PB,Federal,Urbana,1.0,0.0,0.92,0.72,0.88,1.0,0.88,0.96,10.0,0.36,0.0,1.0,14.0,0.88,80.0,0.64,2.0,1.0,0.88,0.72
65,Nordeste,PB,Municipal,Rural,0.989646772228989,0.0,0.10779537149817296,0.0030450669914738123,0.13093788063337394,0.6400730816077954,0.44336175395858707,0.6638246041412911,1.0,0.021315468940316686,0.0,0.34287454323995126,0.0,0.35931790499390986,0.0,0.30694275274056027,0.0,0.8124238733252132,0.24908647990255786,0.13580998781973203
66,Nordeste,PB,Municipal,Urbana,0.9972696245733789,0.0,0.2982935153583618,0.042320819112627986,0.26075085324232083,0.9324232081911262,0.6313993174061433,0.8907849829351536,1.0,0.07918088737201365,0.0,0.7208191126279864,1.0,0.5146757679180888,1.0,0.4491467576791809,0.0,0.9754266211604096,0.3194539249146758,0.33310580204778156
67,Nordeste,PB,Privada,Rural,1.0,0.0,0.5,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,1.0,1.0,0.0,0.0,0.5,0.5,0.6666666666666666,1.0,0.8333333333333334,1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333
68,Nordeste,PB,Privada,Urbana,0.9855875831485588,0.0,0.5011086474501109,0.16186252771618626,0.1662971175166297,0.9290465631929047,0.7361419068736141,0.9101995565410199,1.0,0.06208425720620843,0.0,0.5643015521064302,1.0,0.4556541019955654,0.0,0.4700665188470067,0.0,0.958980044345898,0.3148558758314856,0.3924611973392461
69,Nordeste,PE,Estadual,Rural,0.8270042194092827,0.03375527426160337,0.4345991561181435,0.07172995780590717,0.27848101265822783,0.8438818565400844,0.6371308016877637,0.6835443037974683,1.0,0.02531645569620253,0.0,0.7046413502109705,1.0,0.5316455696202531,1.0,0.18565400843881857,0.0,0.8649789029535865,0.4092827004219409,0.33755274261603374
70,Nordeste,PE,Estadual,Urbana,0.9841849148418491,0.0,0.927007299270073,0.44768856447688565,0.7956204379562044,0.9975669099756691,0.8236009732360098,0.8905109489051095,2.0,0.25669099756691,0.0,0.9647201946472019,5.0,0.7749391727493917,10.0,0.3819951338199513,0.0,0.9951338199513382,0.7749391727493917,0.7116788321167883
71,Nordeste,PE,Federal,Rural,1.0,0.0,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571,0.7142857142857143,12.0,0.2857142857142857,0.0,1.0,88888.0,1.0,86.0,0.7142857142857143,3.0,1.0,1.0,1.0
72,Nordeste,PE,Federal,Urbana,1.0,0.0,0.8947368421052632,0.6842105263157895,0.9473684210526315,1.0,1.0,0.8421052631578947,3.0,0.42105263157894735,0.0,0.8947368421052632,29.0,1.0,95.0,0.631578947368421,6.0,1.0,0.9473684210526315,0.7368421052631579
73,Nordeste,PE,Municipal,Rural,0.9518446601941748,0.0,0.14951456310679612,0.01825242718446602,0.06718446601941748,0.5596116504854369,0.4186407766990291,0.5879611650485437,1.0,0.08854368932038835,0.0,0.4500970873786408,0.0,0.21281553398058253,0.0,0.25980582524271845,0.0,0.8038834951456311,0.25980582524271845,0.13359223300970874
74,Nordeste,PE,Municipal,Urbana,0.984510250569476,0.0,0.41776765375854213,0.06195899772209567,0.14214123006833712,0.929384965831435,0.6086560364464693,0.7658314350797266,1.0,0.12164009111617312,0.0,0.7881548974943052,1.0,0.35079726651480636,0.0,0.40501138952164006,0.0,0.9744874715261959,0.3248291571753986,0.35990888382687924
75,Nordeste,PE,Privada,Rural,0.9565217391304348,0.0,0.37681159420289856,0.13043478260869565,0.2463768115942029,0.927536231884058,0.8115942028985508,0.6086956521739131,1.0,0.043478260869565216,0.0,0.7391304347826086,1.0,0.391304347826087,0.0,0.2463768115942029,0.0,0.9130434782608695,0.2463768115942029,0.37681159420289856
76,Nordeste,PE,Privada,Urbana,0.9861376673040153,0.0,0.7079349904397706,0.21845124282982792,0.2939770554493308,0.9383365200764818,0.8173996175908221,0.8819311663479924,1.0,0.07982791586998088,0.0,0.6802103250478011,1.0,0.5611854684512428,1.0,0.5095602294455067,1.0,0.97131931166348,0.4024856596558317,0.43164435946462715
77,Nordeste,PI,Estadual,Rural,0.9848484848484849,0.0,0.42424242424242425,0.10606060606060606,0.3333333333333333,0.8939393939393939,0.9090909090909091,0.7121212121212122,1.0,0.015151515151515152,0.0,0.7727272727272727,1.0,0.9242424242424242,3.0,0.5303030303030303,1.0,1.0,0.7575757575757576,0.5454545454545454
78,Nordeste,PI,Estadual,Urbana,0.9947735191637631,0.0,0.6358885017421603,0.1951219512195122,0.6289198606271778,0.9860627177700348,0.8571428571428571,0.8501742160278746,1.0,0.1759581881533101,0.0,0.9372822299651568,2.0,0.9738675958188153,5.0,0.7125435540069687,1.0,1.0,0.7630662020905923,0.7560975609756098
79,Nordeste,PI,Federal,Rural,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,16.0,1.0,39.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666
80,Nordeste,PI,Federal,Urbana,1.0,0.0,1.0,0.9,1.0,1.0,0.9,0.9,3.5,0.15,0.0,1.0,88888.0,1.0,65.0,0.4,0.0,1.0,1.0,0.75
81,Nordeste,PI,Municipal,Rural,0.942296252230815,0.01189767995240928,0.05591909577632362,0.00297441998810232,0.06365258774538965,0.578227245687091,0.5074360499702558,0.529446757882213,1.0,0.04818560380725759,0.0,0.40273646638905414,0.0,0.26650803093396785,0.0,0.23319452706722188,0.0,0.8132064247471743,0.2611540749553837,0.10767400356930398
82,Nordeste,PI,Municipal,Urbana,0.9852832965415746,0.008094186902133923,0.14422369389256806,0.014716703458425313,0.12656364974245768,0.8653421633554084,0.6718175128771156,0.7144959529065489,1.0,0.08314937454010302,0.0,0.6688741721854304,1.0,0.40397350993377484,0.0,0.3428991905813098,0.0,0.963944076526858,0.22590139808682855,0.19131714495952906
83,Nordeste,PI,Privada,Rural,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,12.0,1.0,2.0,1.0,1.0,1.0
84,Nordeste,PI,Privada,Urbana,0.9896694214876033,0.0,0.7975206611570248,0.4359504132231405,0.4194214876033058,0.9896694214876033,0.9070247933884298,0.8966942148760331,1.0,0.05578512396694215,0.0,0.8574380165289256,1.0,0.7045454545454546,2.0,0.6239669421487604,1.0,0.9855371900826446,0.5165289256198347,0.5227272727272727
85,Nordeste,RN,Estadual,Rural,0.8909090909090909,0.0,0.5818181818181818,0.14545454545454545,0.3090909090909091,0.9454545454545454,0.509090909090909,0.5272727272727272,1.0,0.07272727272727272,0.0,0.7818181818181819,1.0,0.509090909090909,1.0,0.509090909090909,1.0,0.9090909090909091,0.41818181818181815,0.6363636363636364
86,Nordeste,RN,Estadual,Urbana,0.9830827067669173,0.0,0.8308270676691729,0.36654135338345867,0.6015037593984962,0.981203007518797,0.6560150375939849,0.7086466165413534,1.0,0.29887218045112784,0.0,0.9379699248120301,3.0,0.7293233082706767,3.0,0.6015037593984962,1.0,0.9755639097744361,0.6296992481203008,0.6973684210526315
87,Nordeste,RN,Federal,Rural,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,38.0,1.0,183.0,0.0,0.0,1.0,1.0,1.0
88,Nordeste,RN,Federal,Urbana,1.0,0.0,0.9583333333333334,0.875,1.0,1.0,0.9583333333333334,0.75,2.5,0.375,0.0,0.9583333333333334,88888.0,1.0,155.5,0.2916666666666667,0.0,1.0,0.9583333333333334,0.7916666666666666
89,Nordeste,RN,Municipal,Rural,0.9817351598173516,0.0,0.14794520547945206,0.0091324200913242,0.136986301369863,0.6995433789954338,0.5095890410958904,0.6922374429223744,1.0,0.0091324200913242,0.0,0.508675799086758,1.0,0.36255707762557077,0.0,0.365296803652968,0.0,0.8776255707762557,0.3470319634703196,0.2
90,Nordeste,RN,Municipal,Urbana,0.9950738916256158,0.0,0.3980295566502463,0.02857142857142857,0.2689655172413793,0.858128078817734,0.6591133004926109,0.8088669950738916,1.0,0.1438423645320197,0.0,0.7812807881773399,1.0,0.50935960591133,1.0,0.49261083743842365,0.0,0.9763546798029556,0.361576354679803,0.4147783251231527
91,Nordeste,RN,Privada,Rural,1.0,0.0,0.45,0.0,0.1,0.9,0.45,0.8,1.0,0.1,0.0,0.45,0.0,0.45,0.0,0.4,0.0,0.9,0.35,0.4
92,Nordeste,RN,Privada,Urbana,0.9841726618705036,0.0,0.720863309352518,0.22446043165467625,0.27482014388489207,0.9496402877697842,0.8115107913669065,0.8633093525179856,1.0,0.09784172661870504,0.0,0.7424460431654676,1.0,0.5942446043165468,1.0,0.5582733812949641,1.0,0.9712230215827338,0.4776978417266187,0.5266187050359712
93,Nordeste,SE,Estadual,Rural,1.0,0.0,0.59375,0.125,0.4375,1.0,0.625,0.875,2.0,0.09375,0.0,0.96875,2.0,0.78125,4.0,0.65625,1.0,1.0,0.65625,0.40625
94,Nordeste,SE,Estadual,Urbana,1.0,0.0,0.6538461538461539,0.25874125874125875,0.7867132867132867,1.0,0.7902097902097902,0.9755244755244755,2.0,0.22727272727272727,0.0,0.9790209790209791,3.0,0.8881118881118881,15.0,0.7307692307692307,2.0,1.0,0.8391608391608392,0.44405594405594406
95,Nordeste,SE,Federal,Rural,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,1.0,44.0,0.6666666666666666,84.0,0.3333333333333333,0.0,1.0,1.0,1.0
96,Nordeste,SE,Federal,Urbana,1.0,0.0,1.0,0.42857142857142855,1.0,1.0,0.7142857142857143,1.0,2.0,0.14285714285714285,0.0,1.0,30.0,1.0,68.0,0.7142857142857143,3.0,1.0,1.0,0.7142857142857143
97,Nordeste,SE,Municipal,Rural,0.9840848806366048,0.0,0.042440318302387266,0.003978779840848806,0.054376657824933686,0.6856763925729443,0.3912466843501326,0.7546419098143236,1.0,0.01989389920424403,0.0,0.5397877984084881,1.0,0.23076923076923078,0.0,0.4854111405835544,0.0,0.9098143236074271,0.42572944297082227,0.1976127320954907
98,Nordeste,SE,Municipal,Urbana,1.0,0.0,0.14056224899598393,0.02610441767068273,0.14859437751004015,0.8714859437751004,0.6044176706827309,0.8674698795180723,1.0,0.15261044176706828,0.0,0.6305220883534136,1.0,0.3815261044176707,0.0,0.4578313253012048,0.0,0.9839357429718876,0.40763052208835343,0.2570281124497992
99,Nordeste,SE,Privada,Rural,1.0,0.0,0.2857142857142857,0.07142857142857142,0.14285714285714285,1.0,0.5714285714285714,0.9285714285714286,1.0,0.07142857142857142,0.0,0.5714285714285714,1.0,0.6428571428571429,1.0,0.42857142857142855,0.0,1.0,0.42857142857142855,0.2857142857142857
100,Nordeste,SE,Privada,Urbana,1.0,0.0,0.44124168514412415,0.17738359201773837,0.22172949002217296,0.9578713968957872,0.7450110864745011,0.9201773835920177,1.0,0.11751662971175167,0.0,0.7272727272727273,1.0,0.5631929046563193,1.0,0.5277161862527716,1.0,0.9889135254988913,0.4678492239467849,0.43458980044345896
101,Norte,AC,Estadual,Rural,0.4894117647058824,0.508235294117647,0.02823529411764706,0.01411764705882353,0.021176470588235293,0.2847058823529412,0.22588235294117648,0.25176470588235295,0.0,0.02823529411764706,0.0,0.2164705882352941,0.0,0.13411764705882354,0.0,0.06823529411764706,0.0,0.3176470588235294,0.0988235294117647,0.08705882352941176
102,Norte,AC,Estadual,Urbana,0.9456521739130435,0.0,0.10869565217391304,0.23369565217391305,0.45108695652173914,0.9782608695652174,0.8858695652173914,0.7391304347826086,1.0,0.21195652173913043,0.0,0.9184782608695652,3.0,0.5760869565217391,2.5,0.41847826086956524,0.0,0.967391304347826,0.44565217391304346,0.5217391304347826
103,Norte,AC,Federal,Rural,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,12.0,1.0,59.0,1.0,100.0,1.0,1.0,0.0
104,Norte,AC,Federal,Urbana,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,11.0,1.0,40.5,0.5,2.5,1.0,1.0,0.5
105,Norte,AC,Municipal,Rural,0.5416012558869702,0.45682888540031397,0.0141287284144427,0.0,0.012558869701726845,0.14756671899529042,0.18995290423861852,0.13186813186813187,0.0,0.0,0.0,0.08163265306122448,0.0,0.06436420722135008,0.0,0.061224489795918366,0.0,0.23547880690737832,0.07535321821036106,0.0282574568288854
106,Norte,AC,Municipal,Urbana,0.9327354260089686,0.004484304932735426,0.1031390134529148,0.0,0.06278026905829596,0.9417040358744395,0.7982062780269058,0.8430493273542601,1.0,0.02242152466367713,0.0,0.8251121076233184,1.0,0.273542600896861,0.0,0.336322869955157,0.0,0.9013452914798207,0.12556053811659193,0.2645739910313901
107,Norte,AC,Privada,Urbana,1.0,0.0,0.5454545454545454,0.38636363636363635,0.5227272727272727,1.0,0.8863636363636364,0.9090909090909091,2.0,0.22727272727272727,0.0,0.9318181818181818,3.5,0.75,5.0,0.4772727272727273,0.0,1.0,0.7045454545454546,0.6363636363636364
108,Norte,AM,Estadual,Rural,0.8823529411764706,0.03529411764705882,0.3,0.11176470588235295,0.22941176470588234,0.7235294117647059,0.36470588235294116,0.788235294117647,1.0,0.0,0.0,0.21176470588235294,0.0,0.6588235294117647,1.0,0.1,0.0,0.8529411764705882,0.11764705882352941,0.12352941176470589
109,Norte,AM,Estadual,Urbana,0.9846678023850085,0.0,0.8160136286201022,0.3321976149914821,0.6575809199318569,0.8347529812606473,0.7989778534923339,0.8262350936967632,2.0,0.022146507666098807,0.0,0.8551959114139693,2.0,0.666098807495741,3.0,0.3321976149914821,0.0,0.9028960817717206,0.3747870528109029,0.19931856899488926
110,Norte,AM,Federal,Rural,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,10.0,1.0,80.0,0.0,0.0,1.0,1.0,0.3333333333333333
111,Norte,AM,Federal,Urbana,1.0,0.0,0.9333333333333333,0.8,1.0,1.0,1.0,0.8,4.0,0.4666666666666667,0.0,1.0,20.0,1.0,74.0,0.4,0.0,1.0,1.0,0.8666666666666667
112,Norte,AM,Municipal,Rural,0.8873443382565884,0.2580364900086881,0.0613958876339415,0.0005792064871126556,0.03388357949609035,0.20561830292499275,0.18795250506805677,0.12134375905010136,0.0,0.003764842166232262,0.0,0.12539820445988994,0.0,0.08340573414422242,0.0,0.03475238922675934,0.0,0.3353605560382276,0.09209383145091225,0.03388357949609035
113,Norte,AM,Municipal,Urbana,0.9965437788018433,0.0,0.402073732718894,0.02880184331797235,0.32142857142857145,0.9147465437788018,0.7188940092165899,0.8076036866359447,2.0,0.03110599078341014,0.0,0.8202764976958525,1.0,0.4274193548387097,0.0,0.28456221198156684,0.0,0.868663594470046,0.31797235023041476,0.2960829493087558
114,Norte,AM,Privada,Rural,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
