,UF_NOME,DEPENDENCIA_NOME,LOCALIZACAO_NOME,IN_AGUA_POTAVEL,IN_ENERGIA_INEXISTENTE,IN_BIBLIOTECA,IN_LABORATORIO_CIENCIAS,IN_LABORATORIO_INFORMATICA,IN_COMPUTADOR,IN_EQUIP_IMPRESSORA,IN_EQUIP_TV,QT_EQUIP_TV,IN_EQUIP_LOUSA_DIGITAL,QT_EQUIP_LOUSA_DIGITAL,IN_EQUIP_MULTIMIDIA,QT_EQUIP_MULTIMIDIA,IN_DESKTOP_ALUNO,QT_DESKTOP_ALUNO,IN_COMP_PORTATIL_ALUNO,QT_COMP_PORTATIL_ALUNO,IN_INTERNET,IN_INTERNET_ALUNOS,IN_MATERIAL_PED_MULTIMIDIA,IN_PREENCHIMENTO_LP,IN_PREENCHIMENTO_MT,PROFICIENCIA_MT,PROFICIENCIA_LP,_merge
66,PR,Publica,Urbana,0.9993546305259762,0.0,0.5519522426589223,0.2376573088092933,0.4432074862858987,0.9961277831558567,0.8252662149080349,0.9478864149725718,5.0,0.041949015811552116,0.0,0.8388189738625363,1.0,0.648757663762504,4.0,0.569377218457567,1.0,0.9983865763149403,0.49806389157792835,0.48063891577928364,1.0,1.0,0.158495,0.146575,both
67,RJ,Privada,Rural,0.9811320754716981,0.0,0.6415094339622641,0.1509433962264151,0.2641509433962264,0.9245283018867925,0.8679245283018868,0.9433962264150944,2.0,0.11320754716981132,0.0,0.7169811320754716,1.0,0.4716981132075472,0.0,0.41509433962264153,0.0,0.9811320754716981,0.2830188679245283,0.5849056603773585,1.0,1.0,0.682616,0.6369229999999999,both
68,RJ,Privada,Urbana,0.9951032573983394,0.0,0.5601447732595274,0.19097296146476475,0.36853310623802427,0.96657440919736,0.8522461145411965,0.8918458590589738,2.0,0.10815414094102618,0.0,0.6851181605279966,1.0,0.6555248030657866,2.0,0.5350223546944859,1.0,0.9914839259101554,0.41643602299340005,0.4847775175644028,1.0,1.0,0.308788,0.377706,both
69,RJ,Publica,Rural,0.967196819085487,0.0,0.2753479125248509,0.0705765407554672,0.26938369781312127,0.9075546719681908,0.6083499005964215,0.9025844930417495,2.0,0.1779324055666004,0.0,0.6858846918489065,1.0,0.4592445328031809,0.0,0.4383697813121272,0.0,0.9005964214711729,0.2882703777335984,0.3429423459244533,1.0,1.0,-0.15235500000000002,-0.291038,both
70,RJ,Publica,Urbana,0.9865098581805604,0.0,0.3670010377032169,0.1746800415081287,0.41265997924593567,0.9674852992044275,0.7566585956416465,0.9194050501556554,2.0,0.17554479418886199,0.0,0.8277412659979246,1.0,0.5406433759944655,1.0,0.5423728813559322,1.0,0.9730197163611207,0.39726738152888275,0.49896229678312004,1.0,1.0,-0.118903,-0.257628,both
71,RN,Privada,Rural,1.0,0.0,0.45,0.0,0.1,0.9,0.45,0.8,1.0,0.1,0.0,0.45,0.0,0.45,0.0,0.4,0.0,0.9,0.35,0.4,1.0,1.0,-0.487098,0.049557,both
72,RN,Privada,Urbana,0.9841726618705036,0.0,0.720863309352518,0.22446043165467625,0.27482014388489207,0.9496402877697842,0.8115107913669065,0.8633093525179856,1.0,0.09784172661870504,0.0,0.7424460431654676,1.0,0.5942446043165468,1.0,0.5582733812949641,1.0,0.9712230215827338,0.4776978417266187,0.5266187050359712,1.0,1.0,0.36247949999999995,0.391328,both
73,RN,Publica,Rural,0.9774501300954033,0.0,0.17085862966175194,0.01821335646140503,0.1474414570685169,0.7120555073720729,0.5108412836079792,0.6851691240242844,1.0,0.014744145706851692,0.0,0.5229835212489159,1.0,0.3712055507372073,0.0,0.3712055507372073,0.0,0.8794449262792715,0.3521248915871639,0.22289679098005205,1.0,1.0,-0.451193,-0.586214,both
74,RN,Publica,Urbana,0.9910884786760026,0.0,0.5531508593252705,0.15595162316995545,0.39274347549331634,0.901973265436028,0.6626352641629535,0.7740292807129217,1.0,0.19987269255251433,0.0,0.8370464672183323,1.0,0.5913430935709739,1.0,0.5264162953532782,1.0,0.9764481222151495,0.4614894971355824,0.5162316995544239,1.0,1.0,-0.659433,-0.743438,both
75,RO,Privada,Rural,1.0,0.0,1.0,0.4,0.8,1.0,0.9,0.9,2.0,0.0,0.0,1.0,2.5,0.7,10.0,0.5,0.5,1.0,0.8,0.6,1.0,1.0,-0.016335,0.210078,both
76,RO,Privada,Urbana,0.9941860465116279,0.0,0.6918604651162791,0.22674418604651161,0.47093023255813954,0.9709302325581395,0.9244186046511628,0.8546511627906976,2.0,0.1569767441860465,0.0,0.872093023255814,1.0,0.7034883720930233,4.0,0.5232558139534884,1.0,1.0,0.6162790697674418,0.5348837209302325,1.0,1.0,0.512978,0.361594,both
77,RO,Publica,Rural,0.9584487534626038,0.07756232686980609,0.2659279778393352,0.04709141274238227,0.18282548476454294,0.703601108033241,0.590027700831025,0.628808864265928,1.0,0.08310249307479224,0.0,0.5096952908587258,1.0,0.37950138504155123,0.0,0.2631578947368421,0.0,0.7728531855955678,0.32132963988919666,0.12742382271468145,1.0,1.0,0.057338,-0.142523,both
78,RO,Publica,Urbana,0.9927849927849928,0.0,0.5367965367965368,0.21212121212121213,0.5064935064935064,0.9971139971139971,0.9134199134199135,0.8831168831168831,2.0,0.30014430014430016,0.0,0.911976911976912,2.0,0.6406926406926406,7.0,0.44155844155844154,0.0,0.9956709956709957,0.5483405483405484,0.3593073593073593,1.0,1.0,0.112668,0.077542,both
79,RR,Privada,Urbana,1.0,0.0,0.6521739130434783,0.30434782608695654,0.3695652173913043,0.9782608695652174,0.9130434782608695,0.8478260869565217,2.0,0.2391304347826087,0.0,0.782608695652174,1.0,0.6304347826086957,2.0,0.43478260869565216,0.0,1.0,0.4782608695652174,0.5434782608695652,1.0,1.0,0.3385225,0.294353,both
80,RR,Publica,Rural,0.49482758620689654,0.2793103448275862,0.12241379310344827,0.008620689655172414,0.03793103448275862,0.3275862068965517,0.19482758620689655,0.2482758620689655,0.0,0.020689655172413793,0.0,0.2,0.0,0.13620689655172413,0.0,0.10862068965517241,0.0,0.43448275862068964,0.19482758620689655,0.020689655172413793,1.0,1.0,-0.374338,-0.484644,both
81,RR,Publica,Urbana,0.9849056603773585,0.0,0.39622641509433965,0.20754716981132076,0.2641509433962264,0.9660377358490566,0.8490566037735849,0.8679245283018868,1.0,0.33962264150943394,0.0,0.7735849056603774,1.0,0.36981132075471695,0.0,0.33962264150943394,0.0,0.9320754716981132,0.36981132075471695,0.3132075471698113,1.0,1.0,-0.156849,-0.299971,both
82,RS,Privada,Rural,0.9583333333333334,0.0,0.625,0.20833333333333334,0.2916666666666667,1.0,0.75,0.9583333333333334,2.0,0.125,0.0,0.6666666666666666,1.0,0.375,0.0,0.6666666666666666,1.0,1.0,0.5416666666666666,0.4583333333333333,1.0,1.0,0.844698,0.299531,both
83,RS,Privada,Urbana,0.9896831245394252,0.0,0.5438467207074429,0.19380987472365513,0.27192336035372144,0.9620486366985999,0.682756079587325,0.8960943257184967,2.0,0.0991156963890936,0.0,0.5232129697862933,1.0,0.4613117170228445,0.0,0.4922623434045689,0.0,0.9893146647015475,0.3522476050110538,0.5136330140014739,1.0,1.0,0.758677,0.72443,both
84,RS,Publica,Rural,0.9586919104991394,0.0005737234652897303,0.5771658060814687,0.11015490533562823,0.39357429718875503,0.9254159495123351,0.5938037865748709,0.8657487091222031,1.0,0.17498565691336776,0.0,0.7578886976477338,1.0,0.6844520940906483,2.0,0.6270797475616753,2.0,0.9541021227768216,0.7028112449799196,0.30005737234652896,1.0,1.0,-0.042187,-0.00027,both
85,RS,Publica,Urbana,0.9732484076433121,0.0,0.6320291173794359,0.26041856232939037,0.47388535031847134,0.9616014558689718,0.6538671519563239,0.8968152866242038,3.0,0.2658780709736124,0.0,0.8449499545040946,2.0,0.6311191992720655,2.0,0.6349408553230209,2.0,0.9938125568698817,0.5808917197452229,0.3741583257506824,1.0,1.0,0.1058955,0.1048465,both
86,SC,Privada,Rural,1.0,0.0,0.3333333333333333,0.16666666666666666,0.2777777777777778,0.8888888888888888,0.5555555555555556,0.8888888888888888,3.5,0.05555555555555555,0.0,0.5,0.5,0.3333333333333333,0.0,0.3888888888888889,0.0,1.0,0.3888888888888889,0.2777777777777778,1.0,1.0,0.8253025,0.6955344999999999,both
87,SC,Privada,Urbana,0.9971751412429378,0.0,0.6200564971751412,0.2725988700564972,0.4216101694915254,0.9788135593220338,0.788135593220339,0.8502824858757062,2.0,0.1899717514124294,0.0,0.7415254237288136,1.0,0.6059322033898306,2.0,0.5925141242937854,1.0,0.9992937853107344,0.565677966101695,0.527542372881356,1.0,1.0,0.789409,0.763209,both
88,SC,Publica,Rural,0.9872173058013766,0.0,0.4031465093411996,0.04129793510324484,0.3382497541789577,0.9144542772861357,0.6116027531956736,0.8702064896755162,2.0,0.3058013765978368,0.0,0.7256637168141593,1.0,0.5309734513274337,1.0,0.46804326450344147,0.0,0.9744346116027532,0.5457227138643068,0.37069813176007865,1.0,1.0,0.135859,0.22297,both
89,SC,Publica,Urbana,0.9890004782400765,0.0,0.47800095648015306,0.13390722142515543,0.38546150167384025,0.9650884744141559,0.65662362505978,0.8986131037780966,3.0,0.3914395026303204,0.0,0.8211382113821138,2.0,0.4983261597321856,0.0,0.5033476805356288,1.0,0.9940219990435198,0.47417503586800575,0.5019129603060737,1.0,1.0,0.22305750000000002,-0.0551755,both
90,SE,Privada,Rural,1.0,0.0,0.2857142857142857,0.07142857142857142,0.14285714285714285,1.0,0.5714285714285714,0.9285714285714286,1.0,0.07142857142857142,0.0,0.5714285714285714,1.0,0.6428571428571429,1.0,0.42857142857142855,0.0,1.0,0.42857142857142855,0.2857142857142857,1.0,1.0,0.138791,0.414313,both
91,SE,Privada,Urbana,1.0,0.0,0.44124168514412415,0.17738359201773837,0.22172949002217296,0.9578713968957872,0.7450110864745011,0.9201773835920177,1.0,0.11751662971175167,0.0,0.7272727272727273,1.0,0.5631929046563193,1.0,0.5277161862527716,1.0,0.9889135254988913,0.4678492239467849,0.43458980044345896,1.0,1.0,0.306973,0.308027,both
92,SE,Publica,Rural,0.9847908745247148,0.0,0.06844106463878327,0.012674271229404309,0.07351077313054499,0.6996197718631179,0.4017743979721166,0.7591888466413181,1.0,0.022813688212927757,0.0,0.55893536121673,1.0,0.25475285171102663,0.0,0.4917617237008872,0.0,0.9138149556400507,0.4372623574144487,0.20912547528517111,1.0,1.0,-0.23798399999999997,-0.2939745,both
93,SE,Publica,Urbana,1.0,0.0,0.33375474083438683,0.11378002528445007,0.3868520859671302,0.9190897597977244,0.672566371681416,0.9077117572692794,2.0,0.179519595448799,0.0,0.7597977243994943,1.0,0.5701643489254109,1.0,0.5587863463969659,1.0,0.9898862199747156,0.5689001264222503,0.32869785082174463,1.0,1.0,-0.39445050000000004,-0.487246,both
94,SP,Privada,Rural,0.9545454545454546,0.0,0.2727272727272727,0.16666666666666666,0.24242424242424243,0.9545454545454546,0.7424242424242424,0.7121212121212122,1.0,0.09090909090909091,0.0,0.3333333333333333,0.0,0.42424242424242425,0.0,0.2878787878787879,0.0,0.9696969696969697,0.48484848484848486,0.5757575757575758,1.0,1.0,0.437863,0.527117,both
95,SP,Privada,Urbana,0.9907890163364615,0.0011296489398679179,0.2644247480013903,0.1470281543274244,0.2659888773027459,0.9404761904761905,0.7073340285019117,0.8453249913103927,2.0,0.13277719847062913,0.0,0.37938825165102535,0.0,0.41492874522071604,0.0,0.3116962113312478,0.0,0.9903545359749739,0.4367396593673966,0.49982620785540494,1.0,1.0,0.24514,0.43175,both
96,SP,Publica,Rural,0.9767040552200172,0.0,0.1182053494391717,0.023295944779982744,0.30371009490940465,0.7739430543572045,0.46937014667817084,0.8395168248490078,2.0,0.14926660914581535,0.0,0.2942191544434858,0.0,0.40638481449525454,0.0,0.35893011216566006,0.0,0.8067299396031061,0.4840379637618637,0.43917169974115616,1.0,1.0,0.105033,0.012462,both
97,SP,Publica,Urbana,0.9977026951308343,0.00016809547823163558,0.1333557460637642,0.09519807250518295,0.46002129209390935,0.9829102930464504,0.6888552697932425,0.9414467417493136,4.0,0.2571300498683252,0.0,0.47498178965652493,0.0,0.5069759623466129,1.0,0.4437160307054407,0.0,0.9888496666106349,0.5267551969518687,0.571804785117947,1.0,1.0,0.206264,0.0303705,both
98,TO,Privada,Rural,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,0.6666666666666666,8.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.107576,0.108205,both
99,TO,Privada,Urbana,0.9938650306748467,0.0,0.558282208588957,0.2147239263803681,0.26380368098159507,0.9570552147239264,0.6993865030674846,0.8159509202453987,1.0,0.1411042944785276,0.0,0.8159509202453987,1.0,0.5214723926380368,1.0,0.49079754601226994,0.0,1.0,0.5828220858895705,0.4294478527607362,1.0,1.0,0.209144,0.163173,both
100,TO,Publica,Rural,0.8178053830227743,0.020703933747412008,0.15320910973084886,0.014492753623188406,0.06625258799171843,0.7412008281573499,0.4575569358178054,0.474120082815735,0.0,0.031055900621118012,0.0,0.4803312629399586,0.0,0.2753623188405797,0.0,0.16149068322981366,0.0,0.8260869565217391,0.2712215320910973,0.12215320910973085,1.0,1.0,-0.085137,-0.374364,both
101,TO,Publica,Urbana,0.9978632478632479,0.0,0.5245726495726496,0.06837606837606838,0.25213675213675213,0.9914529914529915,0.6410256410256411,0.7638888888888888,1.0,0.172008547008547,0.0,0.8792735042735043,1.0,0.45085470085470086,0.0,0.32264957264957267,0.0,1.0,0.5341880341880342,0.37072649572649574,1.0,1.0,-0.161913,-0.392707,both
