ID_REGIAO;ID_UF;ID_AREA;IN_PUBLICA;ID_LOCALIZACAO;IN_PREENCHIMENTO_LP;IN_PREENCHIMENTO_MT;PROFICIENCIA_MT;PROFICIENCIA_LP
4;41;2;1;1;1;1;-0.023854;0.606608
4;41;2;1;1;1;1;-0.031908;0.677531
4;41;2;1;1;1;1;0.526097;0.627925
4;41;2;1;1;1;1;-0.772532;-1.421197
4;41;2;1;1;1;1;0.773144;1.176154
4;41;2;1;1;0;0;;
4;41;2;0;1;1;1;1.050192;0.603215
4;41;2;0;1;1;1;1.011642;0.267949
4;41;2;0;1;1;1;0.525733;-0.27032
4;41;2;0;1;1;1;-0.672607;-0.015023
4;41;2;0;1;1;1;0.511747;0.784492
4;41;2;0;1;1;1;-1.182899;-1.555417
4;41;2;0;1;1;1;0.581379;0.6116
4;41;2;0;1;1;1;0.3765;0.761529
4;41;2;0;1;1;1;0.885729;0.308942
4;41;2;0;1;1;1;-0.259417;-0.348605
4;41;2;0;1;1;1;1.006116;0.403276
4;41;2;0;1;1;1;-0.183173;0.935982
4;41;2;0;1;0;1;1.105469;
4;41;2;0;1;1;0;;-0.284443
4;41;2;0;1;1;1;0.070143;1.376788
4;41;2;1;1;1;1;1.095749;0.29313
4;41;2;1;1;1;1;-0.882415;-0.825337
4;41;2;1;1;1;1;0.303594;0.871565
4;41;2;1;1;1;1;1.322072;1.797656
4;41;2;1;1;1;1;0.823091;0.670342
4;41;2;1;1;1;1;-0.426847;-0.584505
4;41;2;1;1;1;1;1.310102;0.259966
4;41;2;1;1;1;1;0.859614;0.323196
4;41;2;1;1;1;1;1.417657;0.264438
4;41;2;1;1;1;1;1.37993;0.956419
4;41;2;1;1;0;0;;
4;41;2;1;1;0;0;;
4;41;2;1;1;0;0;;
4;41;2;1;1;1;1;0.554555;-0.184252
4;41;2;1;1;0;0;;
4;41;2;1;1;0;1;1.417657;
4;41;2;1;1;1;0;;1.105596
4;41;2;1;1;1;1;1.247986;0.81472
4;41;2;1;1;1;1;0.456422;0.827714
4;41;2;1;1;1;1;0.103065;-0.10713
4;41;2;1;1;1;1;-0.606749;-0.230035
4;41;2;1;1;1;1;0.158179;1.105596
4;41;2;1;1;1;1;1.133745;1.228292
4;41;2;1;1;1;1;1.417657;1.021443
4;41;2;1;1;1;1;-0.519201;-0.187222
4;41;2;1;1;1;1;1.177793;0.925847
4;41;2;1;2;1;1;1.649286;0.98577
4;41;2;1;2;1;1;1.649286;0.37045
4;41;2;1;2;1;1;1.649286;1.040323
4;41;2;1;2;0;0;;
4;41;2;1;2;0;0;;
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;1.080315;0.729751
4;41;2;1;2;1;1;1.649286;1.041502
4;41;2;1;2;1;1;1.16412;0.630906
4;41;2;1;2;1;1;1.649286;0.921693
4;41;2;1;2;1;1;1.649286;1.299272
4;41;2;1;2;1;1;1.250019;1.299272
4;41;2;1;2;1;0;;0.665167
4;41;2;1;2;0;1;1.256018;
4;41;2;1;2;1;1;1.649286;0.597622
4;41;2;1;2;1;1;1.649286;0.685994
4;41;2;1;2;1;1;1.649286;1.040323
4;41;2;1;2;0;0;;
4;41;2;1;1;1;0;;-0.325481
4;41;2;1;1;1;1;-0.622839;-1.396064
4;41;2;1;1;1;1;1.076634;-0.308855
4;41;2;1;1;1;1;-0.699221;-1.236881
4;41;2;1;1;1;1;-0.852654;-0.638838
4;41;2;1;1;1;1;-0.513831;0.39251
4;41;2;1;1;1;0;;-1.500259
4;41;2;1;1;1;1;0.076892;-0.059155
4;41;2;1;1;1;1;-1.735037;-0.483079
4;41;2;1;1;1;1;0.478853;-0.129579
4;41;2;1;1;0;0;;
4;41;2;1;1;1;1;-0.000388;-0.649439
4;41;2;1;1;0;1;0.791365;
4;41;2;1;1;1;1;0.85334;1.290121
4;41;2;1;1;1;1;-0.448833;0.137848
4;41;2;1;1;0;1;-1.415514;
4;41;2;1;1;0;1;-0.37192;
4;41;2;1;1;1;1;-0.089665;-0.049688
4;41;2;1;1;1;1;0.118684;-0.675464
4;41;2;1;1;1;0;;-1.63984
4;41;2;1;1;0;1;-0.167344;
4;41;2;1;1;1;1;-1.144887;0.071056
4;41;2;1;1;0;0;;
4;41;2;1;2;1;1;0.304875;-1.778683
4;41;2;1;2;0;0;;
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;-0.078805;0.560292
4;41;2;1;2;0;1;-0.035544;
4;41;2;1;2;1;1;0.452814;-1.29456
4;41;2;1;2;1;1;-0.581937;-0.501817
4;41;2;1;2;1;1;-0.046695;-0.036293
4;41;2;1;2;1;1;0.395855;-0.01151
4;41;2;1;2;1;1;-0.118225;-0.811972
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;0.188151;-0.366629
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;-0.752127;-0.915126
4;41;2;1;2;1;0;;-1.818656
4;41;2;1;2;1;1;-0.656187;-1.319995
4;41;2;1;2;1;1;-0.084304;-0.155151
4;41;2;1;2;1;1;1.072094;1.283314
4;41;2;1;2;1;1;0.386081;-0.384378
4;41;2;1;2;1;1;-0.788103;0.065893
4;41;2;1;2;1;0;;-0.045699
4;41;2;1;2;1;1;0.810287;1.087529
4;41;2;1;2;1;1;0.407263;0.157294
4;41;2;1;2;1;1;-0.246844;-0.763744
4;41;2;1;2;1;1;0.391748;-0.269166
4;41;2;1;2;1;1;0.163991;0.949265
4;41;2;1;2;1;1;-0.816199;-2.503474
4;41;2;1;2;1;1;-1.067589;-1.420515
4;41;2;1;2;1;1;-1.77254;-1.005712
4;41;2;1;2;1;1;-1.235163;-0.24803
4;41;2;1;2;1;1;-0.557363;-2.154408
4;41;2;1;2;1;1;-0.023036;-0.848683
4;41;2;1;2;1;1;-0.222462;-0.724184
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;0.153091;-1.089175
4;41;2;1;2;1;0;;-2.076777
4;41;2;1;2;1;1;-0.095592;-0.523527
4;41;2;1;2;1;1;-0.085791;-0.633403
4;41;2;1;2;1;1;-0.909624;-1.532191
4;41;2;1;2;1;1;0.490958;0.841827
4;41;2;1;2;0;1;0.269737;
4;41;2;1;2;1;1;-0.832714;-0.245957
4;41;2;1;2;1;1;-0.486718;-1.113485
4;41;2;1;2;1;1;0.069287;-0.540465
4;41;2;1;2;0;1;-0.523452;
4;41;2;1;2;1;1;-1.318432;-1.007975
4;41;2;1;2;1;1;0.270926;0.350822
4;41;2;1;2;0;0;;
4;41;2;1;2;1;0;;-1.125393
4;41;2;1;2;1;1;-1.421066;-0.477431
4;41;2;1;2;1;1;-0.335102;0.034947
4;41;2;1;2;1;1;0.114459;0.580658
4;41;2;1;2;1;1;-0.185951;-1.130145
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;-0.207222;0.042465
4;41;2;1;2;1;1;-0.438911;0.422586
4;41;2;1;2;0;0;;
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;0.34743;0.456078
4;41;2;1;2;1;1;-0.847491;-0.730826
4;41;2;1;2;0;1;-0.670072;
4;41;2;1;2;1;1;-0.925205;-0.386333
4;41;2;1;2;1;1;-0.535227;-0.987368
4;41;2;1;2;1;1;-0.212126;0.133311
4;41;2;1;2;1;1;-0.086563;0.011052
4;41;2;1;2;0;1;-0.776049;
4;41;2;1;2;1;1;-1.468361;-0.909001
4;41;2;1;2;1;1;-1.121528;-0.723023
4;41;2;1;2;1;1;-0.8445;-0.580892
4;41;2;1;2;1;1;0.574179;-0.591006
4;41;2;1;2;1;1;-0.591257;0.026967
4;41;2;1;2;1;1;0.289494;-1.909438
4;41;2;1;2;1;1;-0.605659;0.909325
4;41;2;1;2;0;0;;
4;41;2;1;2;0;1;-1.05474;
4;41;2;1;2;1;1;-0.566488;0.094947
4;41;2;1;2;1;1;-1.336344;-1.338618
4;41;2;1;2;1;1;-0.902624;0.639606
4;41;2;1;2;1;1;-1.872819;-2.28774
4;41;2;1;2;1;1;-1.099705;-1.491541
4;41;2;1;2;1;1;0.475688;0.705111
4;41;2;1;2;1;1;0.314391;-0.365353
4;41;2;1;2;1;1;0.25013;1.287024
4;41;2;1;2;1;1;0.211009;0.845725
4;41;2;1;2;1;1;-0.685675;0.002468
4;41;2;1;2;1;1;-0.38232;0.168938
4;41;2;1;2;1;1;-1.50813;-0.167621
4;41;2;1;2;1;1;-1.858649;-2.401366
4;41;2;1;2;1;1;-0.921277;-0.98188
4;41;2;1;2;1;1;-1.025394;-1.056694
4;41;2;1;2;1;1;-0.46558;-0.955218
4;41;2;1;2;1;1;-0.852052;-0.147929
4;41;2;1;2;1;1;-2.45352;-2.401366
4;41;2;1;2;1;1;-0.898007;-0.854543
4;41;2;1;2;1;1;-0.466817;-0.00097
4;41;2;1;2;1;1;-1.99675;-2.320891
4;41;2;1;2;1;1;-1.204697;-1.7153
4;41;2;1;2;1;1;0.182871;-2.357038
4;41;2;1;2;1;1;0.154746;-1.262834
4;41;2;1;2;1;1;0.826631;0.318595
4;41;2;1;2;1;1;-0.769593;-0.822105
4;41;2;1;1;1;1;0.401789;0.91265
4;41;2;1;1;1;1;0.011578;-0.378038
4;41;2;1;1;1;1;0.409803;0.074112
4;41;2;1;1;1;1;0.924046;0.000567
4;41;2;1;1;1;1;0.807595;1.265633
4;41;2;1;1;1;1;0.715883;1.071134
4;41;2;1;1;1;1;0.896771;-0.514759
4;41;2;1;1;1;1;-0.116811;1.265633
4;41;2;1;1;1;1;-0.878922;-1.09293
4;41;2;1;1;1;1;-0.844443;-1.234964
4;41;2;1;1;1;1;-0.460195;0.084636
4;41;2;1;1;1;1;1.183115;-0.030688
4;41;2;1;1;1;1;0.070702;-0.24392
4;41;2;1;1;1;1;1.1411;0.341043
4;41;2;1;1;1;1;1.208406;0.559379
4;41;2;1;1;0;1;-1.124048;
4;41;2;1;1;1;0;;-1.367537
4;41;2;1;1;1;1;-0.974406;-0.93115
4;41;2;1;1;1;1;-1.340109;-0.641526
4;41;2;1;1;1;1;-0.396375;-0.288428
4;41;2;1;1;1;1;0.309205;0.080355
4;41;2;1;1;1;1;0.302743;-0.09617
4;41;2;1;1;1;1;0.819802;0.762756
4;41;2;1;1;1;1;0.040109;0.863683
4;41;2;1;1;1;1;-1.077564;-0.913008
4;41;2;1;1;1;1;-2.297647;-0.699591
4;41;2;1;1;1;1;0.455993;1.071134
4;41;2;1;1;1;1;0.42732;0.662915
4;41;2;1;1;1;1;0.068045;0.045425
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;0;1;0;0;;
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;0.020104;0.81147
4;41;2;1;2;0;0;;
4;41;2;1;2;0;0;;
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;-1.755446;-1.294442
4;41;2;1;2;1;1;-0.482858;0.170135
4;41;2;1;2;1;1;-0.943042;-0.086597
4;41;2;1;2;1;1;-0.683725;0.060341
4;41;2;1;2;0;0;;
4;41;2;1;2;0;1;-1.452162;
4;41;2;1;2;1;1;0.143484;0.775506
4;41;2;1;2;1;1;0.244861;0.55246
4;41;2;1;2;1;1;-0.084782;-0.10708
4;41;2;1;2;1;1;-0.372367;-0.355518
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;-0.981601;-0.023112
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;1.914995;0.887457
4;41;2;1;2;1;1;1.914995;1.034056
4;41;2;1;2;1;1;0.456548;0.252243
4;41;2;1;2;1;1;1.523999;0.343812
4;41;2;1;2;1;1;-0.703543;-0.477026
4;41;2;1;2;1;1;1.914995;0.537684
4;41;2;1;2;1;1;0.884922;0.882815
4;41;2;1;2;1;1;0.190973;0.563921
4;41;2;1;2;1;1;1.510586;1.853805
4;41;2;1;2;1;1;0.946853;0.872064
4;41;2;1;2;1;1;0.749757;1.249124
4;41;2;1;2;1;1;0.010381;1.034056
4;41;2;1;2;0;0;;
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;-1.267056;-1.707002
4;41;2;1;2;1;1;-0.504028;-0.049632
4;41;2;1;2;1;1;0.103252;-0.049823
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;0.551948;0.498074
4;41;2;1;2;1;1;0.918942;0.214979
4;41;2;1;2;1;1;-0.241937;-0.377596
4;41;2;1;2;1;1;1.049535;0.882387
4;41;2;1;2;1;1;0.942137;0.846454
4;41;2;1;2;1;1;0.451524;0.326548
4;41;2;1;2;1;1;0.306057;0.677965
4;41;2;1;2;1;1;0.811626;-0.492388
4;41;2;1;2;1;1;-0.046166;-0.164998
4;41;2;1;2;1;1;0.070948;-0.952202
4;41;2;1;2;1;1;0.808233;0.179357
4;41;2;1;2;1;1;-0.026665;-0.722741
4;41;2;1;2;1;1;-0.700998;-0.600237
4;41;2;1;2;1;1;-1.069959;-0.699546
4;41;2;1;2;1;1;1.310102;0.56713
4;41;2;1;2;0;0;;
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;-1.238164;-1.576493
4;41;2;1;2;1;0;;-1.648267
4;41;2;1;2;1;1;-1.376423;-0.971655
4;41;2;1;2;1;1;1.384395;-0.23638
4;41;2;1;2;1;0;;-0.258783
4;41;2;1;2;1;1;-0.239983;0.150875
4;41;2;1;2;1;1;-1.005027;-0.686149
4;41;2;1;2;1;1;-1.175168;-0.533849
4;41;2;1;2;1;1;0.268462;-0.298369
4;41;2;1;2;0;0;;
4;41;2;1;2;0;0;;
4;41;2;1;2;1;1;-0.929011;-0.363748
4;41;2;1;2;1;0;;-0.091052
4;41;2;1;2;1;1;-0.386666;-0.906525
4;41;2;1;2;1;1;-1.472086;-2.088884
4;41;2;1;2;1;1;-0.178371;0.653615
4;41;2;1;2;1;1;-0.008092;0.336691
4;41;2;1;2;1;1;-0.951882;0.20763
4;41;2;1;2;1;1;-0.140966;-0.654471
4;41;2;1;2;1;1;-0.948237;-1.629803
4;41;2;1;2;1;1;-0.42874;-0.498131
4;41;2;1;2;1;1;-0.146231;0.374947
4;41;2;1;2;1;1;-0.778026;-0.663376
4;41;2;1;2;1;1;0.67242;-0.751251
4;41;2;1;1;1;1;1.327785;0.597125
4;41;2;1;1;1;1;1.736825;1.165333
4;41;2;1;1;1;1;1.736825;1.411489
4;41;2;1;1;1;1;1.736825;-0.377815
4;41;2;1;1;1;1;1.736825;0.790196
4;41;2;1;1;1;0;;-0.170859
4;41;2;1;1;1;1;1.736825;-0.23663
4;41;2;1;1;1;1;1.327785;1.093013
4;41;2;1;1;1;1;1.075432;-0.280324
4;41;2;1;1;1;1;1.736825;0.113398
4;41;2;1;1;1;0;;0.374544
4;41;2;1;1;1;1;1.736825;0.736477
4;41;2;1;1;1;1;1.006657;0.601488
4;41;2;1;1;1;1;1.736825;0.57009
4;41;2;1;1;1;1;1.237485;0.207872
4;41;2;1;1;1;1;1.736825;0.413519
4;41;2;1;1;1;1;1.736825;0.389863
4;41;2;1;1;0;0;;
4;41;2;1;1;0;0;;
4;41;2;1;1;1;1;1.14881;0.51916
4;41;2;1;1;1;1;0.591594;0.634008
4;41;2;1;1;1;1;0.4267;0.240331
4;41;2;1;1;1;1;-0.720838;-0.098512
4;41;2;1;1;1;1;-0.094727;0.38113
4;41;2;1;1;1;1;1.265844;0.39747
4;41;2;1;1;1;1;0.272351;-0.377225
4;41;2;1;1;1;1;-0.83128;0.028102
4;41;2;1;1;1;1;-0.483836;-0.245793
4;41;2;1;1;1;1;-0.381024;-0.66714
4;41;2;1;1;1;1;-0.495167;0.266946
4;41;2;1;1;1;0;;-0.33579
4;41;2;1;1;1;1;-0.336123;0.293295
4;41;2;1;1;1;1;0.632031;1.180774
4;41;2;1;1;1;1;0.569274;0.583587
4;41;2;1;1;1;1;0.397672;0.889005
4;41;2;1;1;1;1;-0.293687;-0.812758
4;41;2;1;1;0;0;;
4;41;2;1;1;1;1;0.187129;0.074859
4;41;2;1;1;1;1;0.265565;-0.59839
4;41;2;1;1;1;1;-1.329099;-0.430503
4;41;2;1;1;1;1;-0.301784;-0.186109
4;42;2;0;2;1;1;0.948649;1.015558
4;42;2;0;2;1;1;1.699471;0.456659
4;42;2;0;2;1;1;1.160256;0.507575
4;42;2;0;2;1;1;-0.028387;-0.056967
4;42;2;0;2;0;0;;
4;42;2;0;2;1;1;0.206712;1.224613
4;42;2;0;2;1;1;0.137753;1.821112
4;42;2;0;2;1;1;1.227531;1.218531
4;42;2;0;2;1;1;1.320031;1.486337
4;42;2;0;2;0;0;;
4;42;2;0;2;1;1;0.539805;1.021171
4;42;2;0;2;1;1;0.571981;1.821112
4;42;2;0;2;1;1;0.881554;0.851925
4;42;2;0;2;1;1;0.62263;0.755693
4;42;2;0;2;1;1;0.888567;0.132699
4;42;2;0;2;1;1;0.544588;0.416443
4;42;2;0;2;1;1;1.455995;-0.203721
4;42;2;0;2;1;1;-0.163061;0.047297
4;42;2;0;2;1;1;0.669145;1.481326
4;42;2;0;2;0;1;-0.006741;
4;42;2;0;2;1;1;-0.480931;0.103104
4;42;2;0;2;1;1;0.669145;-0.022438
4;42;2;0;2;1;1;-0.399354;0.848558
4;42;2;0;2;1;1;-0.084569;-0.191176
4;42;2;0;2;1;1;0.810435;1.821112
4;42;2;0;2;0;1;0.60191;
4;42;2;0;2;1;0;;0.041074
4;42;2;0;2;1;1;0.184657;1.019748
4;42;2;0;2;1;1;0.92759;0.961238
4;42;2;0;2;1;1;1.259908;0.638472
4;42;2;0;2;1;1;1.263098;1.212853
4;42;2;0;2;1;1;0.24704;0.140738
4;42;2;0;2;1;1;0.213364;0.293911
4;42;2;0;2;1;1;1.368605;0.801012
4;42;2;0;2;1;1;0.197677;1.003931
4;42;2;0;2;1;1;-0.357691;-0.045505
4;42;2;0;2;0;1;0.520726;
4;42;2;0;2;1;1;0.322565;0.947671
4;42;2;0;2;1;1;1.27496;0.287178
4;42;2;0;2;1;1;0.98938;0.658473
4;42;2;0;2;1;1;0.983562;0.55617
4;42;2;0;2;1;1;0.304573;0.426252
4;42;2;0;2;1;1;1.271641;1.14727
4;42;2;0;2;1;1;1.674265;1.019748
4;42;2;0;2;1;1;-0.316531;0.001732
4;42;2;0;2;1;1;-0.362337;0.149709
4;42;2;0;2;1;1;-1.03135;-0.854398
4;42;2;0;2;1;1;0.268765;-0.002043
4;42;2;0;2;1;1;0.006689;0.293911
4;42;2;0;2;1;1;0.102994;-0.131455
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;0;1;0;0;;
4;42;2;1;1;1;1;0.419581;-0.661906
4;42;2;1;1;1;1;-0.296043;-0.952847
4;42;2;1;1;1;1;0.121226;0.973424
4;42;2;1;1;1;1;0.736398;-0.610592
4;42;2;1;1;1;1;-0.169671;-0.519731
4;42;2;1;1;0;0;;
4;42;2;1;1;0;1;-0.717425;
4;42;2;1;1;1;0;;1.229156
4;42;2;1;1;0;0;;
4;42;2;1;1;1;1;0.160351;-0.291543
4;42;2;1;1;0;0;;
4;42;2;1;1;1;1;0.410198;-0.101058
4;42;2;1;1;0;0;;
4;42;2;1;1;0;0;;
4;42;2;1;1;1;1;1.093113;1.229156
4;42;2;1;1;1;1;0.898703;-0.831749
4;42;2;1;1;1;1;1.024577;1.229156
4;42;2;1;1;1;1;0.682022;0.246492
4;42;2;1;1;1;1;-0.184883;0.481473
4;42;2;1;1;1;1;0.811795;0.552565
4;42;2;1;1;1;1;0.558744;-0.04164
4;42;2;1;1;1;1;0.074343;0.939199
4;42;2;1;1;1;1;0.292729;-1.938463
4;42;2;1;1;1;1;0.622804;0.492806
4;42;2;1;1;1;1;0.15369;0.12322
4;42;2;1;1;1;1;-0.249377;-0.225456
4;42;2;1;1;1;1;-0.949063;-0.991266
4;42;2;1;1;0;0;;
4;42;2;1;1;1;1;1.699479;1.229156
4;42;2;1;1;1;1;1.332573;0.996065
4;42;2;1;1;1;1;0.146357;0.516719
4;42;2;1;1;1;1;1.079693;1.936695
4;42;2;1;1;1;1;0.119136;0.543122
4;42;2;1;1;0;0;;
4;42;2;1;1;0;0;;
4;42;2;1;1;1;1;0.976441;0.973669
4;42;2;1;1;1;1;1.576761;0.948815
4;42;2;1;1;1;1;0.219352;0.425837
4;42;2;1;1;1;1;0.074069;0.209135
4;42;2;1;1;1;1;0.863984;0.66295
4;42;2;1;1;1;1;0.45151;0.270961
4;42;2;1;1;0;0;;
4;42;2;1;1;1;1;0.473136;-0.748144
4;42;2;1;1;1;1;1.012391;0.104919
4;42;2;1;1;1;1;0.852614;0.973669
4;42;2;1;1;1;1;-0.374168;-0.074602
4;42;2;1;1;1;1;-0.021;0.685055
4;42;2;1;1;1;1;-0.314806;-1.525552
4;42;2;1;1;1;1;0.142022;0.685459
4;42;2;1;1;1;1;0.070919;0.579896
4;42;2;1;1;1;1;-1.00174;-2.146586
4;42;2;1;1;1;1;0.252413;0.022754
4;42;2;1;1;1;1;0.033534;1.146568
4;42;2;1;1;1;1;-0.23158;0.786688
4;42;2;1;1;1;1;0.473129;0.314121
4;42;2;1;1;1;1;-0.325634;-1.400867
4;42;2;1;1;1;0;;-1.037885
4;42;2;1;1;1;1;0.423054;-0.326454
4;42;2;1;1;1;1;0.248794;0.108089
4;42;2;1;1;1;1;0.938802;-0.368227
4;42;2;1;1;0;0;;
4;42;2;1;1;0;0;;
4;42;2;0;2;0;1;1.262208;
4;42;2;0;2;1;1;1.409771;0.776061
4;42;2;0;2;1;1;1.884551;1.911367
4;42;2;0;2;1;1;1.567973;0.390322
4;42;2;0;2;1;1;1.184913;1.075576
4;42;2;0;2;1;1;1.544517;0.738683
4;42;2;0;2;1;1;1.884551;0.510873
4;42;2;0;2;1;1;1.3631;1.333286
4;42;2;0;2;0;1;1.884551;
4;42;2;0;2;0;1;1.450993;
4;42;2;0;2;1;1;1.884551;0.732596
4;42;2;0;2;1;1;1.044249;0.300553
4;42;2;0;2;1;1;0.84017;-0.091691
4;42;2;0;2;1;1;1.450993;0.922729
4;42;2;0;2;1;1;0.745634;1.002984
4;42;2;1;1;1;1;-1.105273;-0.666194
4;42;2;1;1;1;1;0.912613;0.600572
4;42;2;1;1;1;1;1.777764;0.360381
4;42;2;1;1;1;1;0.986478;0.585839
4;42;2;1;1;1;1;0.828003;0.125132
4;42;2;1;1;1;1;0.766048;0.138292
4;42;2;1;1;1;1;0.416793;-0.206566
4;42;2;1;1;1;1;1.589757;0.800016
4;42;2;1;1;1;1;-0.255964;-0.324356
4;42;2;1;1;1;1;0.875087;1.293189
4;42;2;1;1;1;1;0.484782;-0.363199
4;42;2;1;1;1;1;-0.110463;-0.258575
4;42;2;1;1;1;1;0.683019;-0.777643
4;42;2;1;1;1;1;0.737044;0.663138
4;42;2;1;1;1;1;0.549605;0.244573
4;42;2;1;1;1;1;1.381791;-0.288046
4;42;2;1;1;1;1;1.362987;0.32912
4;42;2;1;1;1;1;1.111152;1.060711
4;42;2;1;1;1;1;0.037645;0.329124
4;42;2;1;1;1;1;0.468528;1.293189
4;42;2;1;1;1;1;0.590704;0.492765
4;42;2;1;1;1;1;0.876443;0.17549
4;42;2;1;1;1;1;-0.071184;0.635258
4;42;2;1;1;1;1;0.049932;-0.316916
4;42;2;1;1;1;1;1.777764;1.288848
4;42;2;1;1;0;0;;
4;42;2;1;2;1;1;-0.05925;-0.125254
4;42;2;1;2;1;1;1.225874;1.179906
4;42;2;1;2;0;1;-1.827391;
4;42;2;1;2;0;1;0.263174;
4;42;2;1;2;1;1;-0.156262;0.538029
4;42;2;1;2;1;0;;1.257234
4;42;2;1;2;1;1;1.050827;0.497008
4;42;2;1;2;1;1;0.978095;0.372321
4;42;2;1;2;1;1;0.759871;0.380186
4;42;2;1;2;1;1;1.043154;1.082857
4;42;2;1;2;1;1;1.290859;0.371285
4;42;2;1;2;1;1;0.706047;0.823946
4;42;2;1;2;1;1;1.442409;0.666267
4;42;2;1;2;0;0;;
4;42;2;1;2;1;1;0.978095;1.01555
4;42;2;1;2;1;1;-2.110377;-0.801848
4;42;2;1;2;0;1;0.515249;
4;42;2;1;2;1;1;0.019756;0.290876
4;42;2;1;2;1;1;-1.296385;-1.131412
4;42;2;1;2;1;1;0.079433;-0.013552
4;42;2;1;2;1;1;0.492545;1.345499
4;42;2;1;2;1;1;-0.134141;-1.098413
4;42;2;1;2;1;1;0.635476;0.46131
4;42;2;1;2;1;1;0.691231;0.56047
4;42;2;1;2;1;1;0.135859;0.871299
